normalized_claim_id,claim_text,query_type,query_text,result_rank,title,url,snippet,source,source_quality_score,source_quality_label
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,1,Human rights report Insights and actions 2022,https://humanrights.fb.com/wp-content/uploads/2023/09/2022-Meta-Human-Rights-Report.pdf,"human rights due diligence regarding the Philippines, Israel and Palestine, and India. Further, we continue to address the recommendations outlined in · Meta’s 2021 Civil Rights Audit. In 2022, an additional 32 of the 117 · recommendations and action items were implemented or represented",,0.0,unknown
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,2,2024 Annual Human Rights Report - Human Rights,https://humanrights.fb.com/annual-human-rights-report/,"January 22, 2026 -Deploying the Crisis Policy Protocol allowed our team to enhance risk mitigation efforts, address spikes in violating content and increased risks of physical violence, and help protect human rights defenders. ... The conflict in the Middle East remained a priority for Meta.",,0.0,unknown
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,3,2023 Meta Human Rights Report,https://humanrights.fb.com/wp-content/uploads/2024/09/2023-Meta-Human-Rights-Report.pdf,"It builds on Meta’s work ... Policy. It covers our actions from January ... WhatsApp, Threads and Reality Labs. ... WhatsApp, it does not apply to WhatsApp. Further, while many actions described · in this report apply to Facebook and Instagram, there are intentional distinctions · in policies and procedures between the services.",,0.0,unknown
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,4,Israel and Palestine: Meta must uphold human rights responsibilities - ARTICLE 19,https://www.article19.org/resources/israel-and-palestine-meta-must-uphold-human-rights-obligations/,"November 4, 2024 -Publish key elements of internal policies and procedures, including but not limited to data about the accuracy, precision, and recall of Meta’s Hebrew classifier, the list of Dangerous Organizations and Individuals and the designation criteria, where and how Meta platforms rely on automated decision-making for content moderation, and evidence of Meta’s claim that it monitors for over and under enforcement of policies during times of crisis. Publish complete information about the implementation of notice and takedown mechanisms, more particularly about government requests – both legal and voluntary – submitted by the Israeli government and the Israeli Cyber Unit, specifying the volume and including all data related to the request and subsequent actions taken by Meta.",,0.5,medium
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,5,"AC PRIV 1 I. Introduction Meta Platforms, Inc. (formerly ...",https://www.ohchr.org/sites/default/files/2022-03/Meta.pdf,"application of the UN Guiding Principles on Business and Human Rights (UNGPs) to the ... We know that we will be judged based on our actions, not our words. We have · sought to build transparency into every pillar of our program to help ensure that ... Guidelines, our Data Policy, and our Diversity and Inclusion practices, among others. Meta’s Board of Directors’ Audit and Risk Committee’s charter provides for the committee’s",,0.5,medium
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,6,Meta's Corporate Human Rights Policy: Overview & Implementation Guidelines - Studocu,https://www.studocu.com/row/document/the-university-of-cambodia/financial-accounting/metas-corporate-human-rights-policy-overview-implementation-guidelines/142169719,"October 15, 2025 -include (1) applying human rights policies; (2) conducting human rights due diligence and · disclosure; (3) providing access to remedy; (4) maintaining oversight, governance, and · accountability; and (5) protecting human rights defenders; The potential human rights · impact of Meta’s family of apps varies significantly across time, location, content, and",,0.0,unknown
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,7,"Meta's First Human Rights Report: The Good, the Bad, and the Missing - Ranking Digital Rights",https://rankingdigitalrights.org/2022/07/20/metas-first-human-rights-report-the-good-the-bad-and-the-missing/,"July 22, 2022 -Meta, in its own words, is a “mission-driven company where employees are typically aligned with human rights norms. In turn, this consensus leads to a company-wide community that wants to protect and advance human rights.” But there’s no evidence for this claim—we’re supposed to just take the company at its word.",,0.5,medium
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",verification,Meta human rights policies implementation evidence,8,How Meta Turned Its Back on Human Rights | TechPolicy.Press,https://www.techpolicy.press/how-meta-turned-its-back-on-human-rights/,"January 27, 2025 -The company deleted a line in its content policies that stated hate speech “creates an environment of intimidation and exclusion, and in some cases may promote offline violence.” Yet removing that language from its policies doesn’t erase the evidence — from Myanmar, Ethiopia, and elsewhere — that hate speech is often a precursor to massive violations, including genocide. Instead of challenging the company’s unfortunate retreat on human rights, Meta’s Oversight Board, an advisory body the company created to guide it in applying human rights norms, issued an ill-considered quasi-endorsement of Meta’s recent announcement.",,0.0,unknown
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",contradiction,Meta human rights violations reports,1,TheMetaHumanRightsReport- Behind The Screen,https://behindthescreen.uk/the-meta-human-rights-report/,"This implies thatMetabelieves any blame for the function their platform performs inhumanrightsviolationsjust isn’t their fault, it’s the consumer’s fault. Thisreportreads like a propagandized worker handbook that they will level to with a view to say that they’ve taken motion.",,0.0,unknown
normalized_claim_72,"Meta’s respect for human rights — and their underlying principles of equality, safety, dignity, privacy and voice — is applied through existing policies across our company, including the Facebook Community Standards, Instagram Community Guidelines, WhatsApp Terms of Service, the Responsible Supply Chain program, Facebook’s Privacy Principles, our Law Enforcement Guidelines, our Data Policy, Responsible AI pillars, and our Diversity and Inclusion practices.",contradiction,Meta human rights violations reports,2,"An overview of features, uses, insights, and concerns aroundMeta's AI.",https://d33gy59ovltp76.cloudfront.net/news/what-is-meta-ai-everything-you-need-to-know,"MetaAI also faces the ethical dilemma of perpetuating bias. Similar to other AI models like OpenAI’s ChatGPT and Google’s Gemini, AI models are trained on vast datasets, and if those datasets contain biases, there can be an unintentionally biased output.",,0.0,unknown
